연번,의료시설구분,기관명,기관 소재지,위도,경도,전화번호,데이터기준일
1163,안전상비의약품,세븐일레븐오창부영점,충청북도 청주시 청원구 오창읍 2산단4로 20 (부영아파트5단지),36.7422993,127.4545528,,2022-10-31
1164,안전상비의약품,세븐일레븐오창중앙점,충청북도 청주시 청원구 오창읍 중심상업로 7 (오창프라자 101호),36.7113817,127.4286693,043-218-0711,2022-10-31
1165,안전상비의약품,세븐일레븐율량중앙점,충청북도 청주시 청원구 사뜸로51번길 4 (율량동),36.6665764,127.4808944,043-217-1128,2022-10-31
1166,안전상비의약품,세븐일레븐청원오창미래점,"충청북도 청주시 청원구 오창읍 양청1길 100, 1층 101호 (명가캐슬)",36.7205119,127.4269477,043-212-5358,2022-10-31
1167,안전상비의약품,세븐일레븐청원오창점,"충청북도 청주시 청원구 오창읍 두릉유리로 1135, 1층",36.7416287,127.4546855,043-211-2703,2022-10-31
1168,안전상비의약품,세븐일레븐청주내덕우리점,충청북도 청주시 청원구 우암로 65 (내덕동),36.6541926,127.4862032,043-222-0088,2022-10-31
1169,안전상비의약품,세븐일레븐청주내덕점,충청북도 청주시 청원구 내덕로 5 (내덕동),36.6558015,127.4814858,043-250-0189,2022-10-31
1170,안전상비의약품,세븐일레븐청주내수무지개점,"충청북도 청주시 청원구 내수읍 내수로 612, 104호",36.7075685,127.517555,,2022-10-31
1171,안전상비의약품,세븐일레븐청주내수주공점,충청북도 청주시 청원구 내수읍 청암로 36,36.722299,127.534924,,2022-10-31
1172,안전상비의약품,세븐일레븐청주대원룸점,충청북도 청주시 청원구 대성로288번길 43 (우암동),36.6511601,127.4925928,,2022-10-31
1173,안전상비의약품,세븐일레븐청주대중문점,충청북도 청주시 청원구 수암로 98-15 (우암동),36.6507343,127.4941167,043-221-1659,2022-10-31
1174,안전상비의약품,세븐일레븐청주사천중앙점,충청북도 청주시 청원구 새터로 173 (사천동),36.6624124,127.4729937,043-214-4825,2022-10-31
1175,안전상비의약품,세븐일레븐청주서희스타점,"충청북도 청주시 청원구 충청대로 76, 105,106호 (내덕동)",36.6633407,127.4933552,,2022-10-31
1176,안전상비의약품,세븐일레븐청주우암센터점,"충청북도 청주시 청원구 대성로266번길 2, 1층 (우암동)",36.6491058,127.4915695,,2022-10-31
1177,안전상비의약품,세븐일레븐청주율량공원점,충청북도 청주시 청원구 공항로150번길 125 (율량동),36.6701161,127.4908698,,2022-10-31
1178,안전상비의약품,세븐일레븐청주율량그랜드점,"충청북도 청주시 청원구 1순환로 162, 101호 (율량동)",36.6635618,127.5115493,,2022-10-31
1179,안전상비의약품,세븐일레븐청주율량럭키점,충청북도 청주시 청원구 충청대로139번길 37 (율량동),36.6692126,127.4924318,,2022-10-31
1180,안전상비의약품,세븐일레븐청주율량로점,충청북도 청주시 청원구 1순환로 152 (율량동),36.6619097,127.5150341,,2022-10-31
1181,안전상비의약품,세븐일레븐청주율량센터점,"충청북도 청주시 청원구 율봉로 260, 103호 (율량동)",36.6661812,127.4827678,043-217-6606,2022-10-31
1182,안전상비의약품,세븐일레븐청주율량한마음점,충청북도 청주시 청원구 율봉로159번길 60 (율량동),36.6708824,127.4854892,043-213-6020,2022-10-31
1183,안전상비의약품,세븐일레븐초정약수점,충청북도 청주시 청원구 내수읍 충청대로 930,36.7243897,127.5425688,043-213-6230,2022-10-31
1184,안전상비의약품,씨유 양청빌리지점,충청북도 청주시 청원구 오창읍 양청택지로 122,36.7156906,127.4212708,043-215-7612,2022-10-31
1185,안전상비의약품,씨유 오창비발디점,충청북도 청주시 청원구 오창읍 오창중앙로 117,36.7076558,127.4233105,,2022-10-31
1186,안전상비의약품,씨유 오창양청점,"충청북도 청주시 청원구 오창읍 양청길 40, 1층",36.7178968,127.4268692,043-211-7612,2022-10-31
1187,안전상비의약품,씨유 청원북이용계점,충청북도 청주시 청원구 북이면 신대석성로 256,36.7472149,127.5192057,,2022-10-31
1188,안전상비의약품,씨유 청주지플레이스점,충청북도 청주시 청원구 1순환로 128(율량동),36.6540842,127.5129525,,2022-10-31
1189,안전상비의약품,씨유(CU)내수삼일점,"충청북도 청주시 청원구 내수읍 내수로 635, 상가동 104,105,106호",36.7203533,127.5298724,,2022-10-31
1190,안전상비의약품,씨유(CU)청주대먹자골목점,충청북도 청주시 청원구 중앙로173번길 1 (우암동),36.652486,127.4875365,,2022-10-31
1191,안전상비의약품,씨유(CU)청주우암월드점,"충청북도 청주시 청원구 직지대로 845, 1층 (우암동)",36.6489758,127.4844003,,2022-10-31
1192,안전상비의약품,씨유(CU)청주율봉공원점,"충청북도 청주시 청원구 율량로189번길 38, 1층 (율량동)",36.6603146,127.5119636,,2022-10-31
1193,안전상비의약품,씨유내수다움점,충청북도 청주시 청원구 내수읍 내수로 707-1,36.7075685,127.517555,,2022-10-31
1194,안전상비의약품,씨유내수한마음점,충청북도 청주시 청원구 내수읍 은곡묵방길 19,36.707861,127.5251066,,2022-10-31
1195,안전상비의약품,씨유양청중점,"충청북도 청주시 청원구 오창읍 양청택지로 81, 광적빌",36.7188053,127.42353,,2022-10-31
1196,안전상비의약품,씨유오창3산업단지점,"충청북도 청주시 청원구 오창읍 두릉유리로 48-2, 1층",36.742174,127.4074166,,2022-10-31
1197,안전상비의약품,씨유오창공단점,충청북도 청주시 청원구 오창읍 과학산업3로 70,36.6978072,127.4201224,,2022-10-31
1198,안전상비의약품,씨유오창구룡공원점,충청북도 청주시 청원구 오창읍 구룡택지로 15-1,36.7092533,127.4133353,043-215-4770,2022-10-31
1199,안전상비의약품,씨유오창구룡점,충청북도 청주시 청원구 오창읍 구룡2길 39 (훼밀리마트),36.7109234,127.4122704,043-216-1038,2022-10-31
1200,안전상비의약품,씨유오창동틀머리점,충청북도 청주시 청원구 오창읍 구룡6길 5 (동틀머리),36.7113967,127.4154155,043-211-8191,2022-10-31
1201,안전상비의약품,씨유오창롯데캐슬점,"충청북도 청주시 청원구 오창읍 중부로 760, 201동 104호 (오창 롯데캐슬 더 하이스트)",36.7419807,127.4697836,,2022-10-31
1202,안전상비의약품,씨유오창미래도,충청북도 청주시 청원구 오창읍 2산단4로 45 (오창모아미래도와이드파크),35.3114225,129.1803887,043-211-7044,2022-10-31
1203,안전상비의약품,씨유오창바이오,충청북도 청주시 청원구 오창읍 양청1길 4,36.7202161,127.4284808,043-214-8886,2022-10-31
1204,안전상비의약품,씨유오창부영8단지지점,충청북도 청주시 청원구 오창읍 2산단로 151 (부영아파트8단지),36.6425331,127.44793,043-211-2783,2022-10-31
1205,안전상비의약품,씨유오창비봉점,충청북도 청주시 청원구 오창읍 구룡4길 17-1 (조이할인마트),36.7105912,127.4144789,043-215-0717,2022-10-31
1206,안전상비의약품,씨유오창센터점,"충청북도 청주시 청원구 오창읍 중심상업2로 9-38, 1층 102호",36.7152898,127.4304672,,2022-10-31
1207,안전상비의약품,씨유오창센트럴파크점,"충청북도 청주시 청원구 오창읍 오창공원로 96, 401동 111호 (한신 더 휴 센트럴파크)",36.7121277,127.4206826,,2022-10-31
1208,안전상비의약품,씨유오창스타레이크점,"충청북도 청주시 청원구 오창읍 중부로 902, 102동 107,108호",36.7419807,127.4697836,,2022-10-31
1209,안전상비의약품,씨유오창양청드림점,"충청북도 청주시 청원구 오창읍 양청4길 30-1, 다담빌",36.7247285,127.436444,,2022-10-31
1210,안전상비의약품,씨유오창양청전원점,"충청북도 청주시 청원구 오창읍 양청택지1길 49-2, 1층",36.719713,127.4211567,,2022-10-31
1211,안전상비의약품,씨유오창우림필유점,"충청북도 청주시 청원구 오창읍 오창중앙로 13, 상가동 105,106호 (우림필유1차아파트)",36.7093138,127.4283387,,2022-10-31
1212,안전상비의약품,씨유오창원룸점,충청북도 청주시 청원구 오창읍 2산단3로 12,36.7422993,127.4545528,043-212-2783,2022-10-31
1213,안전상비의약품,씨유오창장대점,충청북도 청주시 청원구 오창읍 팔결로 710,36.7414195,127.4560352,,2022-10-31
1214,안전상비의약품,씨유오창중앙점,충청북도 청주시 청원구 오창읍 중심상업로 27 (엔젤알파),36.7132325,127.4291829,043-212-4131,2022-10-31
1215,안전상비의약품,씨유오창칸타빌점,"충청북도 청주시 청원구 오창읍 2산단4로 55, 상가동 101~103호 (대원 칸타빌 아파트)",36.7422993,127.4545528,,2022-10-31
1216,안전상비의약품,씨유오창코아루점,"충청북도 청주시 청원구 오창읍 오창중앙로 21-14, 코아루아파트 상가 111호",36.7077251,127.4274594,,2022-10-31
1217,안전상비의약품,씨유우암우정점,충청북도 청주시 청원구 교서로222번길 18 (우암동),36.6550595,127.4779082,,2022-10-31
1218,안전상비의약품,씨유우암평화점,충청북도 청주시 청원구 향군로108번길 10 (우암동),36.6544971,127.4826544,,2022-10-31
1219,안전상비의약품,씨유율량대로,"충청북도 청주시 청원구 율량로48번길 49, 1층 (주중동)",35.2420988,128.6336457,,2022-10-31
1220,안전상비의약품,씨유율량빙그레점,"충청북도 청주시 청원구 율봉로201번길 39 (율량동, 빙그레공판장)",36.6703875,127.491537,,2022-10-31
1221,안전상비의약품,씨유율량칸타빌3차점,충청북도 청주시 청원구 율량로 132 (주성동),36.6698451,127.5005003,,2022-10-31
1222,안전상비의약품,씨유율량칸타빌4차점,충청북도 청주시 청원구 율중로 19 (율량동),36.6608473,127.515958,043-2383758,2022-10-31
1223,안전상비의약품,씨유율량칸타빌점,"충청북도 청주시 청원구 율량로 103, 상가동 1층 109호 (주성동, 대원칸타빌1단지아파트)",36.6745812,127.4990668,043-215-2769,2022-10-31
1224,안전상비의약품,씨유청주내덕대로점,"충청북도 청주시 청원구 1순환로342번길 4, 1층 (내덕동)",36.6586093,127.4766717,,2022-10-31
1225,안전상비의약품,씨유청주내덕신화점,"충청북도 청주시 청원구 1순환로211번길 15, 103호 (내덕동)",36.6637497,127.4897472,,2022-10-31
1226,안전상비의약품,씨유청주내덕점,충청북도 청주시 청원구 교서로246번길 3 (내덕동),36.6567418,127.4757951,,2022-10-31
1227,안전상비의약품,씨유청주내덕조이버드점,"충청북도 청주시 청원구 1순환로197번길 86, 1층 (내덕동)",36.6608948,127.4897716,043-216-9459,2022-10-31
1228,안전상비의약품,씨유청주대센터점,충청북도 청주시 청원구 중앙로 187 (내덕동),36.6537535,127.4874163,,2022-10-31
1229,안전상비의약품,씨유청주대원룸점,"충청북도 청주시 청원구 대성로288번길 30, 1층 (우암동)",36.6507756,127.4919679,,2022-10-31
1230,안전상비의약품,씨유청주드림점,"충청북도 청주시 청원구 사뜸로76번길 67, 1층 101호 (사천동)",36.6703598,127.4828022,,2022-10-31
1231,안전상비의약품,씨유청주마로니에점,"충청북도 청주시 청원구 주성로233번길 8-36, 1층 (주중동)",36.6700568,127.4813528,,2022-10-31
1232,안전상비의약품,씨유청주사천대창점,"충청북도 청주시 청원구 새터로 188, 상가동 101호 (사천동)",36.6638006,127.4724652,,2022-10-31
1233,안전상비의약품,씨유청주사천동아점,"충청북도 청주시 청원구 율봉로 27, 상가동 2층 203호 (사천동)",36.6640431,127.4738954,,2022-10-31
1234,안전상비의약품,씨유청주사천하나점,충청북도 청주시 청원구 율천북로 43-2 (사천동),36.6623494,127.4762817,,2022-10-31
1235,안전상비의약품,씨유청주성모병원정문점,충청북도 청주시 청원구 주성로 168 (율량동),36.6717273,127.484969,043-218-6515,2022-10-31
1236,안전상비의약품,씨유청주신사천푸르지오점,"충청북도 청주시 청원구 사뜸로 100-1, 1층 (사천동)",36.6664603,127.4813903,,2022-10-31
1237,안전상비의약품,씨유청주안덕벌점,충청북도 청주시 청원구 안덕벌로 20 (내덕동),36.6572364,127.4907152,043-213-0436,2022-10-31
1238,안전상비의약품,씨유청주예대점,충청북도 청주시 청원구 안덕벌로86번길 22 (내덕동),36.6585329,127.4965768,,2022-10-31
1239,안전상비의약품,씨유청주오창센터점,"충청북도 청주시 청원구 오창읍 중심상업1로 8-37, 1층",36.7151035,127.4284392,,2022-10-31
1240,안전상비의약품,씨유청주우암공원점,"충청북도 청주시 청원구 향군로15번길 27, 1층 (우암동)",36.6470236,127.4864297,,2022-10-31
1241,안전상비의약품,씨유청주우암대박점,충청북도 청주시 청원구 내덕로 24-1 (우암동),36.6564408,127.4836425,,2022-10-31
1242,안전상비의약품,씨유청주우암대성점,"충청북도 청주시 청원구 교서로150번길 1, 1층 1호 (우암동)",36.649397,127.4815734,,2022-10-31
1243,안전상비의약품,씨유청주우암대한점,"충청북도 청주시 청원구 우암로 2, 1층 (우암동)",36.6510008,127.4804521,,2022-10-31
1244,안전상비의약품,씨유청주우암스타점,"충청북도 청주시 청원구 상당로231번길 15, 1층 (우암동)",36.6489242,127.488088,,2022-10-31
1245,안전상비의약품,씨유청주우암점,"충청북도 청주시 청원구 향군로 74, 1층 (우암동, 선교중앙교회)",36.6518725,127.484438,043-222-3362,2022-10-31
1246,안전상비의약품,씨유청주율량금호,"충청북도 청주시 청원구 율천북로 91, 106~107호 (율량동, 율량금호어울림)",36.6637894,127.5116866,,2022-10-31
1247,안전상비의약품,씨유청주율량더킹점,"충청북도 청주시 청원구 율량로202번길 60, 1층 (율량동)",36.6645049,127.5196557,,2022-10-31
1248,안전상비의약품,씨유청주율량센트로,충청북도 청주시 청원구 율천북로 87(율량동),36.6630201,127.4808602,,2022-10-31
1249,안전상비의약품,씨유청주율량스타점,"충청북도 청주시 청원구 율봉로 161, 111호 (율량동)",36.6691521,127.486945,043-218-6407,2022-10-31
1250,안전상비의약품,씨유청주율량으뜸점,"충청북도 청주시 청원구 율량로190번길 11, 1층 103호 (율량동)",36.6637801,127.5113835,,2022-10-31
1251,안전상비의약품,씨유청주율량중앙점,충청북도 청주시 청원구 율봉로 95 (율량동),36.6667195,127.4798218,043-217-4901,2022-10-31
1252,안전상비의약품,씨유청주율량케이티점,충청북도 청주시 청원구 공항로150번길 72 (율량동),36.6705185,127.4878287,043-212-1164,2022-10-31
1253,안전상비의약품,씨유청주율량타운점,충청북도 청주시 청원구 사뜸로36번길 19 (율량동),36.6662543,127.4830937,,2022-10-31
1254,안전상비의약품,씨유청주힐즈파크점,"충청북도 청주시 청원구 1순환로 123, 상가1층 102,103호 (내덕동, 청주힐즈파크푸르지오)",36.6591445,127.4929997,070-7543-0294,2022-10-31
